,Bedrooms,property_type,location,price,Living area,Kitchen type,Furnished,How many fireplaces?,Garden surface,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
2550,3,Apartment,4030,"€185,000",108,USA installed,No,0,0,18,0,3,No,Just renovated
2551,2,Apartment,9041,"€209,000",80,Installed,No,0,0,8,0,0,0,Good
2552,2,Apartment,2100,"€219,000",94,Hyper equipped,No,0,0,3,0,2,No,As new
2553,2,Apartment,2600,"€219,000",94,Hyper equipped,No,0,0,3,0,2,No,As new
2554,1,Studio,0,"€220,000",40,USA installed,No,0,0,0,0,0,0,As new
2555,1,Studio,0,"€220,000",40,USA installed,No,0,0,0,0,0,0,As new
2556,2,Apartment,4020,"€239,000",110,Semi equipped,No,0,0,3,0,0,No,As new
2557,3,Apartment,8200,"€249,500",115,Installed,No,0,0,0,0,2,No,Just renovated
2558,2,Ground floor,9402,"€249,500",97,Hyper equipped,0,0,72,14,0,0,0,As new
2559,2,Apartment,0,"€275,000",71,Installed,No,0,0,8,0,2,0,As new
2560,2,Apartment,9320,"€449,000",150,Hyper equipped,No,0,0,14,0,0,0,As new
2561,6,Penthouse,0,"€1,650,000",0,Hyper equipped,No,0,0,5,0,2,No,As new
2562,2,House,4540,"€59,000",114,Not installed,No,0,0,0,45,2,0,To renovate
2563,2,House,6769,"€89,000",65,Semi equipped,No,0,0,0,0,2,0,To be done up
2564,2,House,4170,"€109,000",65,Semi equipped,No,0,0,10,55,2,0,To be done up
2565,2,House,4500,"€135,000",103,Installed,No,0,106,30,180,2,0,Good
2566,2,House,6060,"€135,000",107,USA hyper equipped,No,0,0,17,110,4,0,Just renovated
2567,7,House,6870,Make,507,Not installed,0,0,388,0,591,3,0,To renovate
2568,2,House,4500,"€139,000",94,Semi equipped,No,0,130,10,214,2,0,To be done up
2569,3,House,6724,"€149,000",108,Installed,No,0,0,0,0,2,0,Good
2570,2,House,0,"€159,000",143,Semi equipped,No,0,0,21,166,3,0,To be done up
2571,5,House,4540,"€159,500",220,Not installed,No,0,0,0,359,4,0,To renovate
2572,3,House,6800,"€175,000",172,Not installed,0,0,1000,0,1254,4,0,To renovate
2573,5,House,4460,"€179,000",125,Semi equipped,No,0,98,0,160,2,0,Good
2574,4,House,4500,"€179,000",180,Installed,No,0,0,0,160,2,0,Good
2575,3,House,4040,"€189,000",140,0,No,0,108,21,214,0,0,Good
2576,6,House,6856,"€189,000",284,Semi equipped,No,0,180,50,513,4,0,Good
2577,4,House,4357,"€190,000",240,Semi equipped,No,0,1900,0,2060,4,0,To renovate
2578,3,Mixed-use building,6840,"€190,000",377,USA installed,No,0,0,0,183,2,0,Good
2579,3,House,4520,"€195,000",105,Installed,No,0,27,50,163,2,0,Just renovated
2580,2,House,4690,"€195,000",98,Semi equipped,No,0,185,10,323,3,0,Good
2581,3,House,8900,"€195,000",0,Installed,No,0,0,0,312,2,0,To be done up
2582,4,Apartment block,4040,"€199,000",283,0,No,0,0,0,194,4,0,To renovate
2583,3,House,1500,"€219,000",116,Semi equipped,No,0,0,0,60,2,0,Good
2584,1,Country house,7950,"€220,000",178,Not installed,No,0,0,0,4380,3,0,To renovate
2585,2,House,0,Make,170,Semi equipped,No,0,0,0,270,2,0,To be done up
2586,3,House,8930,"€225,000",360,Installed,No,0,0,0,134,2,0,Good
2587,3,House,4520,"€229,000",170,Installed,No,0,270,22,475,4,0,Good
2588,4,House,9600,"€235,000",180,Installed,No,0,0,0,180,0,0,Good
2589,3,House,4420,"€239,000",104,Installed,0,0,156,2,202,2,0,Good
2590,5,House,4683,"€239,000",170,0,No,0,400,0,930,0,0,To be done up
2591,2,House,2660,"€239,500",151,0,No,0,0,44,145,0,0,To be done up
2592,2,House,4570,"€245,000",140,Installed,No,0,500,65,861,4,0,As new
2593,4,House,4480,Make,291,Semi equipped,No,0,2446,0,2792,3,0,To restore
2594,4,Mixed-use building,4480,Make,291,Semi equipped,No,0,2446,0,2792,3,0,To restore
2595,3,Country house,7862,"€250,000",175,Semi equipped,No,0,0,0,420,3,0,To renovate
2596,3,House,6740,"€255,000",165,0,No,0,50,22,144,0,0,As new
2597,4,Apartment block,4500,"€259,000",185,Semi equipped,No,0,0,0,90,2,0,To be done up
2598,2,Bungalow,4520,"€259,000",190,Installed,No,0,1660,20,1790,4,0,Good
2599,4,House,2020,"€269,000",157,Semi equipped,No,0,0,0,82,2,0,As new
2600,3,Chalet,3220,"€275,000",130,Installed,No,0,1700,12,1933,4,0,Good
2601,3,House,4431,"€285,000",161,Installed,0,0,190,20194,275,2,0,Good
2602,2,House,3000,"€289,000",62,Semi equipped,No,0,7,0,55,2,0,To renovate
2603,2,House,0,"€290,000",113,Hyper equipped,No,0,10,10,69,2,0,To be done up
2604,3,House,6840,"€295,000",0,USA semi equipped,No,0,0,25,525,4,0,As new
2605,3,House,4500,"€297,500",210,Semi equipped,No,0,0,0,70,2,0,Good
2606,2,House,1800,"€298,000",0,Installed,No,0,0,0,300,2,0,Good
2607,3,House,1755,"€299,000",135,Semi equipped,No,0,0,0,1370,3,0,To renovate
2608,2,House,3191,"€299,000",168,Semi equipped,No,0,0,0,841,4,0,To renovate
2609,5,House,4000,"€299,000",211,Not installed,No,0,70,15,144,2,0,0
2610,5,Apartment block,4000,"€299,000",211,Not installed,No,0,70,15,144,2,0,0
2611,3,House,6790,"€299,000",240,0,No,1,0,25,420,0,0,0
2612,3,House,8750,"€299,000",125,Installed,No,0,0,0,955,0,0,To renovate
2613,5,Mixed-use building,9200,"€299,000",221,Installed,No,0,40,0,160,2,0,0
2614,5,House,9200,"€299,000",221,Installed,No,0,40,0,160,2,0,0
2615,4,House,0,"€300,000",155,Not installed,No,0,30,15,172,2,0,To be done up
2616,4,House,1650,"€308,000",191,Not installed,No,0,0,0,177,3,0,To be done up
2617,4,House,9280,"€314,000",259,Semi equipped,No,0,0,0,410,2,0,To be done up
2618,3,Villa,0,"€315,000",130,Installed,No,0,500,15,656,4,0,Good
2619,3,House,9600,"€315,000",150,Installed,No,0,0,0,459,3,0,As new
2620,4,House,1030,"€320,000",170,Installed,No,0,0,0,170,2,0,To be done up
2621,3,House,1850,"€325,000",116,Semi equipped,No,0,0,0,146,2,0,Good
2622,3,Villa,5530,"€325,000",123,Hyper equipped,0,0,860,75,1377,4,No,Good
2623,4,House,9700,"€328,000",181,Installed,No,0,84,0,170,3,0,As new
2624,2,House,4570,"€329,000",170,Installed,No,0,1500,0,1720,3,0,Just renovated
2625,4,House,8792,"€329,500",250,Installed,No,0,0,0,605,2,0,0
2626,3,House,3300,"€348,000",220,Hyper equipped,No,0,536,65,837,2,0,Just renovated
2627,3,House,9600,"€348,000",470,Semi equipped,No,0,0,0,256,2,0,To be done up
2628,3,Mixed-use building,9600,"€348,000",470,Semi equipped,No,0,0,0,256,2,0,To be done up
2629,1,Mixed-use building,0,"€349,000",200,Installed,No,0,0,28,175,2,0,Good
2630,4,House,9940,"€350,000",166,Semi equipped,No,1,0,0,805,4,0,To renovate
2631,4,Bungalow,9320,"€359,000",292,Installed,No,0,0,0,736,4,0,To be done up
2632,4,House,4122,"€375,000",215,USA hyper equipped,0,0,800,34,929,4,No,As new
2633,4,House,4430,"€375,000",290,Hyper equipped,No,0,315,0,480,2,0,Good
2634,3,Villa,3270,"€380,000",204,Installed,No,0,0,0,1240,4,0,Good
2635,3,House,1700,"€389,000",0,Installed,No,0,0,0,431,3,0,To be done up
2636,7,Mixed-use building,8480,"€389,000",584,Installed,No,0,0,0,977,3,0,Good
2637,4,House,7700,"€390,000",180,Installed,No,0,0,100,0,3,0,Just renovated
2638,3,House,1800,"€395,000",194,Installed,No,0,0,15,0,2,0,Good
2639,6,Mixed-use building,0,"€395,000",600,Semi equipped,No,0,450,25,1185,4,0,To renovate
2640,4,Villa,9690,"€398,000",221,Installed,No,0,0,0,628,4,0,0
2641,4,Villa,9690,"€398,000",221,Installed,No,0,0,0,628,4,0,0
2642,4,House,6720,"€399,000",239,Installed,No,0,80,27,310,2,0,To be done up
2643,3,Exceptional property,1785,"€405,000",180,Installed,No,0,500,50,704,4,0,To renovate
2644,4,Villa,4500,"€425,000",260,Installed,No,0,0,0,668,4,0,0
2645,6,House,6780,"€425,000",209,Installed,No,0,0,0,720,4,0,To renovate
2646,3,House,1785,"€430,000",192,Installed,No,1,0,16,484,4,0,Good
2647,3,House,1850,"€430,000",211,Semi equipped,No,0,0,0,522,3,0,To be done up
2648,3,House,0,"€439,000",120,Hyper equipped,No,0,0,9,65,2,0,As new
2649,3,Villa,0,"€445,000",120,Installed,No,0,1072,3,1197,4,No,As new
2650,3,Mansion,8501,"€445,000",300,Installed,No,0,115,0,386,3,0,Good
2651,4,House,9000,"€450,000",156,Installed,No,0,0,0,94,2,0,To renovate
2652,5,House,1400,"€470,000",250,Installed,No,1,350,12,649,4,0,As new
2653,5,House,0,Make,253,Hyper equipped,0,0,1200,178,1500,4,0,To be done up
2654,5,Mixed-use building,0,Make,253,Hyper equipped,0,0,1200,178,1500,4,0,To be done up
2655,4,Villa,9570,"€498,000",197,Installed,Yes,0,0,0,5079,0,0,Good
2656,3,House,2830,"€499,000",222,Installed,No,0,0,5,0,2,0,Good
2657,3,Mixed-use building,2830,"€499,000",222,Installed,No,0,0,5,0,2,0,Good
2658,9,House,2830,"€499,000",516,Semi equipped,No,0,0,0,225,3,0,To renovate
2659,5,House,4560,"€499,000",273,Installed,No,1,2500,80,3400,4,0,Just renovated
2660,5,House,4500,"€549,000",260,Installed,No,1,3250,38,3961,4,0,Good
2661,3,Villa,9100,"€549,000",250,Hyper equipped,No,0,0,0,800,4,0,0
2662,4,House,1060,"€550,000",250,0,No,0,0,0,72,2,0,To be done up
2663,4,Villa,0,"€550,000",176,USA hyper equipped,No,0,1100,40,1475,4,Yes,As new
2664,2,Exceptional property,4570,Make,254,Hyper equipped,No,0,820,0,989,4,No,Just renovated
2665,4,House,0,"€595,000",150,Installed,No,0,50,8,141,2,0,Good
2666,5,Villa,0,"€599,000",220,Installed,0,0,125,0,256,3,0,As new
2667,4,House,4450,"€599,000",300,Installed,No,0,1000,50,1391,4,0,0
2668,4,Villa,1850,"€625,000",288,Semi equipped,No,0,0,0,765,4,0,To be done up
2669,4,House,0,"€650,000",182,Hyper equipped,No,0,85,25,182,2,0,As new
2670,5,House,0,"€650,000",260,Hyper equipped,No,1,1200,53,1200,4,Yes,As new
2671,5,House,1080,"€675,000",226,Installed,No,0,0,35,690,3,0,Good
2672,3,House,0,"€675,000",164,USA hyper equipped,0,0,200,24,290,3,0,As new
2673,4,House,0,"€675,000",165,Installed,No,0,270,25,381,2,No,To be done up
2674,4,House,0,"€675,000",252,Hyper equipped,No,0,1200,0,1674,4,0,Good
2675,5,House,2500,"€675,000",380,Installed,No,0,164,0,334,2,No,Good
2676,10,Mixed-use building,4460,"€675,000",1174,Installed,0,0,0,17,1809,4,0,Good
2677,6,Villa,0,"€695,000",280,Installed,No,0,470,40,890,4,No,To be done up
2678,3,House,8300,"€745,000",178,USA hyper equipped,No,0,0,0,431,0,No,Just renovated
2679,6,House,0,"€750,000",370,Hyper equipped,No,0,80,0,185,2,0,To be done up
2680,4,House,0,"€750,000",250,Hyper equipped,No,0,200,25,691,4,0,Good
2681,6,Apartment block,0,"€785,000",504,Semi equipped,No,3,188,68,494,3,0,Just renovated
2682,4,Villa,6700,"€785,000",277,Installed,No,0,3300,50,3992,3,0,Just renovated
2683,4,House,6700,"€785,000",277,Installed,No,0,3300,50,3992,3,0,Just renovated
2684,6,Apartment block,0,"€790,000",306,USA hyper equipped,No,0,75,38,190,2,No,To renovate
2685,4,House,0,"€795,000",239,USA hyper equipped,No,0,60,10,196,2,No,To be done up
2686,4,Villa,2480,"€825,000",590,Hyper equipped,No,1,0,0,1735,4,0,As new
2687,3,House,8310,"€828,000",568,Hyper equipped,No,1,165,0,576,3,Yes,Good
2688,3,House,8310,"€828,000",568,Hyper equipped,No,1,165,20,576,4,Yes,Good
2689,3,Farmhouse,4861,"€875,000",250,Hyper equipped,No,0,8500,0,9203,4,0,Good
2690,5,Villa,2243,"€899,000",530,Hyper equipped,No,0,0,0,3010,4,0,As new
2691,5,House,0,"€940,000",330,USA installed,No,0,1000,51,1000,4,No,Good
2692,3,House,0,"€950,000",360,Installed,No,0,175,50,275,2,0,Good
2693,5,House,0,"€950,000",240,Installed,No,0,300,80,490,3,No,To be done up
2694,3,House,2960,"€950,000",531,Hyper equipped,No,1,300,120,1359,4,Yes,Good
2695,6,Apartment block,1703,"€985,000",524,Installed,0,0,0,0,389,2,0,Good
2696,5,Exceptional property,0,"€990,000",494,Hyper equipped,0,0,155,25,315,2,No,As new
2697,4,Villa,2382,"€1,050,000",645,Hyper equipped,No,1,0,25,2277,4,0,As new
2698,4,Mansion,0,"€1,095,000",295,Not installed,No,0,40,5,105,2,0,To renovate
2699,4,Villa,8300,"€1,149,000",234,Hyper equipped,No,0,0,75,648,4,Yes,As new
2700,4,Villa,3000,"€1,150,000",320,Hyper equipped,0,0,2000,0,2000,4,Yes,As new
2701,5,Mansion,0,"€1,200,000",505,Hyper equipped,No,0,110,12,336,2,No,Good
2702,6,House,0,"€1,250,000",325,Installed,0,0,415,24,515,3,No,To be done up
2703,5,Villa,0,"€1,250,000",327,Hyper equipped,No,0,0,36,9650,4,No,As new
2704,4,Exceptional property,2900,"€1,295,000",510,Hyper equipped,No,1,0,50,2816,4,Yes,As new
2705,10,Villa,0,"€1,350,000",850,Installed,No,0,2000,50,2528,4,Yes,To renovate
2706,5,Villa,1390,"€1,395,000",424,Installed,No,1,0,0,5436,4,Yes,Good
2707,7,House,0,"€1,480,000",390,Hyper equipped,No,0,1600,20,1750,4,Yes,As new
2708,7,Villa,0,"€1,480,000",493,Hyper equipped,0,0,1600,20,1773,4,Yes,Good
2709,5,House,0,"€1,495,000",400,USA hyper equipped,No,0,90,15,190,2,0,Good
2710,5,Villa,0,"€1,590,000",537,USA hyper equipped,No,0,976,129,1548,4,Yes,As new
2711,6,Villa,0,"€1,950,000",390,Hyper equipped,No,0,1700,45,1907,4,No,Good
2712,8,Exceptional property,0,"€2,495,000",950,USA hyper equipped,No,0,2700,80,2700,4,Yes,As new
2713,6,Villa,0,"€2,895,000",650,Installed,0,0,1200,50,1516,4,0,Good
2714,5,Villa,0,"€2,985,000",480,Hyper equipped,0,0,0,67,1270,4,0,As new
2715,3,Villa,8300,"€3,500,000",346,Hyper equipped,No,0,656,0,656,4,No,As new
2716,0,Mixed-use building,0,"€3,800,000",1038,Installed,No,0,12,0,490,2,0,Good
2717,8,House,0,"€3,800,000",600,Hyper equipped,No,0,1367,40,1367,4,Yes,As new
2718,7,House,0,"€4,950,000",1100,Hyper equipped,No,0,19,0,4895,4,Yes,As new
2719,1,Apartment,0,"€147,500",40,USA installed,0,0,0,1m²squaremeter,0,2,No,As new
2720,2,Apartment,6890,"€174,900",86,Installed,0,0,0,7,0,0,No,0
2721,1,Ground floor,1180,"€260,500",74,USA hyper equipped,No,0,8,13,0,4,0,0
2722,2,Apartment,1120,"€265,000",97,USA hyper equipped,No,0,22,18,0,2,0,0
2723,1,Ground floor,1180,"€286,500",76,USA hyper equipped,No,0,48,19,0,4,0,0
2724,2,Apartment,0,"€295,000",112,USA hyper equipped,No,0,0,0,0,0,No,As new
2725,1,Apartment,0,"€299,000",91,USA hyper equipped,No,0,0,11,0,0,No,As new
2726,1,Apartment,0,"€299,000",91,USA hyper equipped,No,0,0,11,0,0,No,As new
2727,2,Apartment,0,"€313,000",103,USA hyper equipped,No,0,0,0,0,0,No,As new
2728,2,Ground floor,1180,"€320,500",84,USA hyper equipped,No,0,64,15,0,4,0,0
2729,2,Apartment,0,"€325,000",106,USA hyper equipped,No,0,57,10,0,0,No,As new
2730,2,Apartment,0,"€325,000",106,USA hyper equipped,No,0,57,10,0,0,No,As new
2731,2,Apartment,0,"€325,000",95,USA hyper equipped,No,0,0,6,0,0,No,As new
2732,2,Ground floor,1180,"€325,500",94,USA hyper equipped,No,0,71,11,0,4,0,0
2733,2,Apartment,9000,"€339,000",104,0,No,0,0,16,0,3,No,Good
2734,2,Apartment,0,"€375,000",127,USA hyper equipped,No,0,0,6,0,0,No,As new
2735,3,Apartment,1030,"€380,000",106,USA hyper equipped,0,0,0,11,0,0,0,As new
2736,2,Apartment,1030,"€385,000",116,USA hyper equipped,0,0,0,14,0,0,0,As new
2737,3,Duplex,0,"€395,000",150,USA hyper equipped,No,0,0,26,0,4,0,As new
2738,2,Apartment,1030,"€414,000",145,USA hyper equipped,No,0,0,53,0,2,No,As new
2739,2,Apartment,1030,"€429,000",147,USA hyper equipped,No,0,0,0,0,2,No,As new
2740,2,Penthouse,0,"€440,000",80,Hyper equipped,Yes,0,0,0,0,3,No,Good
2741,2,Apartment,2000,"€455,000",106,Hyper equipped,No,0,0,22,0,0,0,As new
2742,3,Ground floor,1180,"€460,500",114,USA hyper equipped,No,0,215,11,0,4,0,0
2743,3,Penthouse,0,"€476,000",156,USA hyper equipped,No,0,0,43,0,4,0,As new
2744,3,Penthouse,0,"€476,000",156,USA hyper equipped,No,0,0,43,0,4,0,As new
2745,3,Penthouse,0,"€476,000",156,USA hyper equipped,No,0,0,43,0,4,0,As new
2746,1,Apartment,0,"€489,000",65,USA hyper equipped,No,0,0,0,0,0,No,As new
2747,2,Apartment,0,"€495,000",90,USA hyper equipped,No,0,0,6,0,2,No,Just renovated
2748,3,Penthouse,0,"€1,335,000",211,USA hyper equipped,No,0,0,63,0,2,No,As new
2749,3,Apartment,0,"€1,650,000",174,USA hyper equipped,No,0,0,45,0,2,No,As new
2750,3,Apartment,0,"€2,250,000",220,USA hyper equipped,No,0,0,72,0,2,No,As new
2751,1,Apartment,1030,"€225,000",60,0,No,0,0,0,0,4,0,0
2752,1,Apartment,1030,"€285,000",64,0,No,0,0,45,0,4,0,0
2753,3,House,8770,"€155,000",132,0,No,0,0,0,135,2,0,To renovate
2754,2,House,8930,"€190,000",145,Installed,No,0,30,30,141,3,0,Good
2755,3,House,8930,"€215,000",180,Installed,No,0,0,0,120,3,0,Good
2756,3,House,1370,"€375,000",190,Hyper equipped,No,0,0,0,1930,4,0,Good
2757,7,House,6880,"€595,000",655,Semi equipped,No,0,0,0,7775,4,0,To renovate
2758,4,House,0,"€619,000",244,USA hyper equipped,Yes,0,560,0,991,4,No,Just renovated
2759,6,Exceptional property,0,"€920,000",304,USA hyper equipped,No,0,90,15,320,3,No,Good
2760,4,Villa,0,"€975,000",350,Hyper equipped,No,0,0,30,1944,4,No,As new
2761,2,Apartment,0,"€160,000",75,Semi equipped,No,0,0,0,0,2,0,Good
2762,3,Apartment,9000,"€637,000",154,0,No,0,0,0,0,2,0,0
2763,2,House,4470,"€165,239",107,0,No,0,150,0,331,4,0,As new
2764,2,Villa,4470,"€165,239",107,0,No,0,150,0,331,4,0,As new
2765,3,House,4540,"€169,113",120,USA hyper equipped,No,0,422,0,422,3,0,As new
2766,3,House,4540,"€170,403",120,USA hyper equipped,No,0,422,0,422,3,0,As new
2767,2,Town-house,4480,Make,100,Not installed,No,0,185,0,270,2,No,As new
2768,2,House,8900,"€198,000",92,Installed,No,0,0,0,222,3,0,Just renovated
2769,3,House,6890,"€259,900",111,0,0,0,51,10,0,3,0,As new
2770,3,House,6792,"€315,000",120,Installed,0,0,100,16,200,3,0,As new
2771,5,House,4500,"€319,000",260,Semi equipped,No,0,420,0,843,0,0,To be done up
2772,1,House,8660,"€355,000",60,Installed,No,0,4,0,60,4,No,As new
2773,3,Villa,4470,"€398,000",214,Semi equipped,No,0,1945,75,1945,4,0,Good
2774,4,House,6717,"€575,000",210,Not installed,No,0,600,0,600,3,0,As new
2775,2,Apartment,8370,"€149,000",55,Installed,No,0,0,0,0,0,0,Good
2776,2,Apartment,0,"€360,000",90,Hyper equipped,No,0,0,12,0,2,No,As new
2777,2,Apartment,1180,"€450,000",0,Hyper equipped,No,0,0,16,0,0,No,As new
2778,2,Penthouse,2000,"€700,000",200,Installed,No,0,0,35,0,0,No,Good
2779,3,House,2300,"€199,000",125,Not installed,No,0,0,0,223,2,0,To renovate
2780,4,House,8530,"€215,000",144,0,No,0,0,0,193,2,0,0
2781,3,House,4400,Make,180,Not installed,No,0,0,0,5356,3,0,To renovate
2782,3,House,9940,"€374,500",142,Installed,No,0,0,0,659,4,0,To be done up
2783,3,House,2630,"€409,000",205,0,No,0,0,80,165,2,0,As new
2784,3,House,0,"€1,050,000",290,Installed,No,0,300,12,480,2,0,To renovate
2785,5,House,0,"€1,090,000",280,USA hyper equipped,No,0,2600,30,3000,4,No,As new
2786,3,Country house,8790,"€1,200,000",319,Semi equipped,No,1,0,0,10000,4,0,To renovate
2787,3,Villa,8790,"€1,200,000",319,Semi equipped,No,1,0,0,10000,4,0,To renovate
2788,5,Villa,0,"€1,699,000",647,USA hyper equipped,No,0,400,44,951,4,No,As new
2789,3,Apartment,1080,"€239,000",105,Installed,No,0,0,19,0,0,No,Good
2790,3,House,8800,"€193,000",137,Installed,No,0,1m²squaremeter,0,209,0,0,To be done up
2791,2,House,2800,"€314,000",105,Hyper equipped,No,0,46,20,120,0,0,As new
2792,6,House,2840,"€499,000",288,Hyper equipped,No,0,0,52,205,0,0,As new
2793,6,House,1050,"€1,300,000",305,0,No,0,0,0,207,2,0,0
2794,2,Apartment,8434,"€189,000",60,Installed,No,0,0,0,0,0,No,Good
2795,2,Apartment,3360,"€245,000",81,0,No,0,0,5,0,4,0,0
2796,1,Apartment,1200,"€250,000",63,Semi equipped,No,0,0,5,0,2,0,To be done up
2797,2,Duplex,2235,"€259,000",105,Installed,No,0,0,33,0,3,No,Good
2798,2,Apartment,0,"€295,000",75,USA installed,No,0,0,3,0,2,No,Good
2799,2,Apartment,0,"€320,000",75,0,No,0,0,0,0,0,0,Good
2800,2,Apartment,9090,"€350,000",86,Hyper equipped,No,0,0,13,0,0,No,0
2801,2,House,9200,"€159,500",0,Semi equipped,No,0,0,0,70,2,0,To be done up
2802,2,House,9170,"€178,000",122,Semi equipped,No,0,138,0,260,2,0,To be done up
2803,4,House,9630,"€239,000",174,0,No,0,0,0,492,3,0,To renovate
2804,3,House,1770,"€279,000",147,Semi equipped,Yes,0,66,0,188,2,0,To be done up
2805,4,House,0,"€349,000",142,Semi equipped,No,0,0,0,135,2,0,To be done up
2806,4,Mansion,0,"€395,000",290,Installed,No,0,0,0,470,3,0,Good
2807,4,Mansion,0,"€395,000",290,Installed,0,0,0,0,470,3,0,Good
2808,3,House,9890,"€395,000",210,Installed,No,0,0,0,365,3,0,0
2809,6,Exceptional property,0,"€5,950,000",751,Hyper equipped,No,0,2500,30,3000,4,0,As new
2810,2,Apartment,0,"€180,000",80,Semi equipped,No,0,0,0,0,2,0,To renovate
2811,3,Apartment,0,"€535,000",120,Hyper equipped,No,0,0,12,0,4,No,Good
2812,4,Apartment,0,"€640,000",190,Installed,0,0,0,26,0,2,No,Good
2813,2,Ground floor,1060,"€365,000",122,0,No,0,65,16,0,2,0,0
2814,4,House,0,"€595,000",235,0,No,1,195,0,366,3,0,Just renovated
2815,1,Studio,1060,"€159,000",32,Semi equipped,No,0,0,0,0,2,0,Just renovated
2816,1,Apartment,8370,"€221,800",70,Installed,No,0,0,6,0,4,0,0
2817,5,Mixed-use building,4500,"€319,000",260,Semi equipped,No,0,420,0,843,0,0,To be done up
2818,6,Exceptional property,0,"€2,550,000",600,USA hyper equipped,No,0,1650,85,2500,4,Yes,As new
2819,0,Studio,0,"€95,000",40,Installed,No,0,0,9,0,0,0,Good
2820,1,Apartment,4800,"€109,000",0,Semi equipped,No,0,0,0,0,0,0,Good
2821,1,Apartment,4540,"€119,500",55,Semi equipped,No,0,100,10,0,2,0,Good
2822,1,Apartment,8370,"€145,000",40,Installed,No,0,0,3,0,0,No,Good
2823,1,Apartment,8370,"€145,000",62,Installed,No,0,0,0,0,0,0,As new
2824,1,Ground floor,4000,"€150,000",50,Semi equipped,No,0,0,0,0,0,0,Good
2825,1,Apartment,0,"€150,000",60,Semi equipped,No,0,0,0,0,2,No,Good
2826,0,Studio,1200,"€155,000",29,0,No,0,0,0,0,2,0,As new
2827,2,Apartment,6120,"€155,000",84,Not installed,No,0,0,0,0,0,0,To be done up
2828,1,Apartment,8430,"€155,000",35,Hyper equipped,No,0,0,0,0,0,No,Good
2829,1,Apartment,0,"€160,000",60,Semi equipped,No,0,0,3,0,2,No,Good
2830,2,Apartment,5000,"€160,000",59,Installed,No,0,0,45,0,0,0,Good
2831,2,Apartment,6600,"€160,000",0,Semi equipped,No,0,0,0,0,4,0,Good
2832,1,Studio,0,"€165,000",34,Semi equipped,No,0,0,0,0,2,0,To be done up
2833,1,Apartment,8434,"€165,000",49,Hyper equipped,No,0,0,8,0,0,No,As new
2834,1,Apartment,8560,"€169,000",35,Hyper equipped,No,0,0,4,0,0,No,As new
2835,2,Apartment,8370,"€169,500",82,Installed,No,0,0,0,0,0,0,Good
2836,3,Apartment,0,"€170,000",109,Semi equipped,No,0,0,0,0,2,0,Good
2837,2,Apartment,2050,"€175,000",83,Semi equipped,No,0,0,0,0,2,0,Good
2838,2,Apartment,0,"€175,000",100,Installed,No,0,0,0,0,2,0,Good
2839,1,Apartment,1702,"€179,500",45,Installed,No,0,0,0,0,0,0,Good
2840,1,Apartment,0,"€185,000",63,Hyper equipped,No,0,0,14,0,2,No,As new
2841,2,Apartment,0,"€185,000",85,Installed,No,0,0,14,0,2,No,Good
2842,2,Apartment,8531,"€188,000",103,Hyper equipped,No,0,0,10,0,0,0,As new
2843,2,Apartment,0,"€189,000",72,Semi equipped,No,0,0,0,0,2,0,Good
2844,3,Apartment,2150,"€189,000",90,Hyper equipped,No,0,0,3,0,0,0,As new
2845,2,Apartment,8530,"€189,000",96,Installed,No,0,0,0,0,0,0,Good
2846,1,Apartment,1030,"€195,000",76,Hyper equipped,0,0,0,20,0,0,No,As new
2847,1,Apartment,1150,"€195,000",50,Installed,Yes,0,0,28,0,0,No,Good
2848,3,Apartment,8870,"€195,000",240,Installed,No,0,0,0,0,0,No,Good
2849,2,Apartment,8870,"€195,000",240,Installed,No,0,0,0,0,0,No,Good
2850,2,Apartment,8870,"€195,000",240,Installed,No,0,0,0,0,0,No,Good
2851,1,Apartment,8000,"€198,000",65,Installed,No,0,0,5,0,0,No,Good
2852,1,Apartment,0,"€199,000",55,Installed,No,0,0,14,0,2,No,As new
2853,1,Apartment,2350,"€199,000",70,Hyper equipped,No,0,0,0,0,0,No,As new
2854,2,Duplex,4350,Make,125,USA installed,No,0,0,12,0,3,0,As new
2855,2,Apartment,6220,"€199,000",0,USA hyper equipped,No,0,0,0,0,0,0,Good
2856,2,Apartment,8500,"€199,000",75,Installed,No,0,0,0,0,0,No,Good
2857,3,Apartment,8870,"€199,000",200,Installed,No,0,0,0,0,0,0,Good
2858,2,Duplex,8870,"€199,000",99,Hyper equipped,No,0,0,7,0,0,No,As new
2859,2,Apartment,8480,"€207,000",70,Hyper equipped,No,0,0,4,0,0,No,As new
2860,3,Apartment,8530,"€210,000",115,Installed,No,0,0,17,0,0,No,Good
2861,2,Apartment,9550,"€210,000",108,Installed,No,0,0,0,0,0,No,Good
2862,2,Apartment,0,"€215,000",89,Semi equipped,No,0,0,7,0,0,0,Good
2863,3,Duplex,0,"€215,000",148,Semi equipped,No,0,0,24,0,2,0,Good
2864,2,Apartment,8800,"€215,000",145,Hyper equipped,No,0,0,8,0,0,0,As new
2865,1,Apartment,9700,"€215,000",51,Hyper equipped,No,0,0,0,0,0,0,As new
2866,2,Apartment,2530,"€219,000",90,Hyper equipped,No,0,0,8,0,0,No,Good
2867,2,Apartment,4690,"€219,000",127,Installed,No,0,0,43,0,3,0,Good
