,Bedrooms,property_type,location,price,Living area,Kitchen type,Furnished,How many fireplaces?,Garden surface,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
7148,2,Apartment,0,"€225,000",94,Installed,No,0,0,4,0,2,0,Good
7149,2,Ground floor,0,"€225,000",104,Installed,No,0,0,7,0,4,0,Good
7150,2,Apartment,9900,"€225,000",80,0,No,0,0,0,0,2,0,Good
7151,2,Apartment,0,"€235,000",75,0,No,0,0,16,0,0,0,0
7152,2,Apartment,0,"€235,000",85,Installed,No,0,0,11,0,2,0,Good
7153,3,Apartment,1840,"€235,000",120,Not installed,No,0,0,27,0,2,0,0
7154,3,Apartment,9820,"€235,000",91,0,0,0,0,0,0,0,No,Just renovated
7155,2,Apartment,9940,"€235,000",88,0,No,0,0,0,0,3,0,Good
7156,3,Apartment,8400,"€239,000",0,Hyper equipped,No,0,0,0,0,0,0,As new
7157,2,Apartment,8980,"€242,929",105,0,No,0,0,25,0,0,0,0
7158,2,Apartment,9190,"€243,225",90,Installed,No,0,80,7,0,4,0,0
7159,3,Apartment,0,"€245,000",108,0,No,0,0,0,0,3,0,As new
7160,1,Duplex,4633,"€245,000",117,Installed,No,0,0,27,0,0,0,0
7161,3,Ground floor,8870,"€245,000",112,Hyper equipped,No,0,1m²squaremeter,8,0,0,No,As new
7162,2,Apartment,9400,"€245,000",102,Installed,No,0,0,0,0,0,0,As new
7163,2,Apartment,0,"€248,000",75,Semi equipped,No,0,0,3,0,0,0,To renovate
7164,2,Apartment,2000,"€249,000",82,0,No,0,0,0,0,2,0,Good
7165,3,Apartment,0,"€249,000",100,0,No,0,0,0,0,3,0,As new
7166,3,Apartment,1090,Make,88,USA hyper equipped,No,0,0,0,0,2,0,Just renovated
7167,1,Service flat,1970,"€255,000",67,0,0,0,0,7,0,0,0,As new
7168,2,Service flat,1160,"€265,000",75,USA hyper equipped,No,0,0,21,0,2,0,As new
7169,3,Apartment,1800,"€265,000",95,0,No,0,0,0,0,2,0,To be done up
7170,3,Apartment,8900,"€269,000",108,0,0,0,0,0,0,0,No,As new
7171,2,Ground floor,9620,"€269,000",102,Hyper equipped,No,0,117,10,0,0,No,As new
7172,2,Apartment,4633,"€275,000",104,Installed,No,0,0,8,0,0,0,0
7173,1,Apartment,9700,"€285,000",0,Installed,No,0,0,0,0,4,0,Good
7174,1,Duplex,9400,"€290,000",134,Hyper equipped,0,0,0,0,0,0,No,As new
7175,3,Penthouse,9970,"€295,000",119,Installed,No,0,0,0,0,4,No,As new
7176,3,Apartment,1360,"€304,800",132,USA hyper equipped,No,0,0,0,0,0,No,As new
7177,2,Apartment,1970,"€309,500",92,USA hyper equipped,0,0,0,14,0,0,0,As new
7178,2,Apartment,1970,"€314,900",95,USA hyper equipped,0,0,0,14,0,0,0,As new
7179,2,Apartment,1348,"€315,000",90,Hyper equipped,No,0,0,5,0,2,No,As new
7180,2,Apartment,1970,"€329,000",90,USA hyper equipped,0,0,0,10,0,0,0,As new
7181,2,Loft,8000,"€330,000",143,Hyper equipped,No,0,0,100,0,0,0,As new
7182,2,Apartment,1970,"€335,000",90,USA hyper equipped,0,0,0,10,0,0,0,As new
7183,2,Apartment,8210,"€335,000",108,Installed,No,0,0,12,0,4,No,As new
7184,3,Apartment,9000,"€340,000",127,Installed,No,0,0,0,0,2,0,Just renovated
7185,2,Apartment,8301,"€345,000",82,Installed,Yes,0,0,0,0,0,No,As new
7186,3,Apartment,8770,"€355,000",130,Hyper equipped,No,0,0,96,0,2,0,0
7187,1,Ground floor,0,"€359,000",126,Hyper equipped,No,0,0,5,0,2,No,Just renovated
7188,3,Apartment,1030,"€365,000",0,Installed,No,0,0,0,0,2,0,0
7189,3,Apartment,3001,"€365,000",100,0,No,0,0,5,0,3,0,Good
7190,3,Apartment,0,"€375,000",180,USA hyper equipped,No,0,0,9,0,4,0,As new
7191,2,Apartment,1970,"€380,245",91,USA hyper equipped,0,0,0,45,0,0,0,As new
7192,3,Loft,8710,"€387,000",142,Installed,No,0,0,15,0,2,0,Good
7193,1,Apartment,0,"€395,000",106,USA hyper equipped,No,0,0,0,0,0,No,As new
7194,2,Apartment,2870,"€395,000",125,USA hyper equipped,No,0,0,14,0,3,0,As new
7195,2,Apartment,8300,"€395,000",85,0,No,0,0,0,0,2,No,To be done up
7196,3,Apartment,0,Make,100,USA hyper equipped,No,0,0,11,0,3,No,As new
7197,2,Apartment,3000,"€399,900",99,Hyper equipped,Yes,0,0,0,0,0,0,As new
7198,3,Apartment,8710,"€412,000",142,Installed,No,0,0,15,0,2,0,Good
7199,2,Apartment,8300,"€425,000",79,Installed,No,0,0,0,0,0,0,As new
7200,2,Apartment,8300,"€430,000",70,Hyper equipped,0,0,0,0,0,2,No,Just renovated
7201,2,Apartment,8300,"€465,000",65,Installed,No,0,0,0,0,0,No,Just renovated
7202,4,Apartment,2018,"€475,000",183,Installed,No,0,0,15,0,2,No,Good
7203,3,Apartment,8434,"€495,000",88,Hyper equipped,No,0,0,0,0,2,0,Good
7204,2,Apartment,0,"€500,000",90,0,No,0,0,7,0,0,0,0
7205,2,Apartment,0,"€500,000",100,USA hyper equipped,0,0,0,18,0,0,0,As new
7206,2,Apartment,1050,"€525,000",110,Not installed,No,0,0,3,0,2,0,0
7207,3,Ground floor,1348,"€525,000",139,Installed,No,0,0,0,0,0,No,As new
7208,2,Apartment,8400,"€525,000",117,Installed,No,0,0,9,0,2,No,As new
7209,4,Apartment,9620,"€550,000",300,0,No,0,0,0,0,2,0,Good
7210,3,Apartment,2970,"€559,000",180,Installed,No,0,0,8,0,3,No,As new
7211,3,Apartment,2018,"€565,000",229,0,No,0,0,15,0,2,0,Good
7212,2,Apartment,1050,"€575,000",105,0,No,0,0,10,0,2,No,As new
7213,2,Apartment,1180,"€595,000",133,0,No,0,0,21,0,2,0,As new
7214,5,Apartment,3020,"€595,000",669,0,No,0,380,0,0,3,0,Good
7215,3,Apartment,0,"€599,000",167,Installed,0,0,0,0,0,4,0,As new
7216,2,Apartment,8434,"€614,000",74,Hyper equipped,No,0,0,0,0,2,0,As new
7217,3,Apartment,2000,"€665,000",200,0,0,0,0,15,0,2,0,As new
7218,3,Apartment,2018,"€665,000",200,0,0,0,0,15,0,2,0,As new
7219,4,Apartment,0,"€675,000",182,Hyper equipped,No,0,0,0,0,2,No,As new
7220,7,Apartment,9600,"€680,000",600,Installed,No,0,0,0,0,3,0,Good
7221,3,Apartment,0,"€695,000",210,0,No,0,0,25,0,3,0,0
7222,2,Apartment,8300,"€699,000",91,0,0,0,0,0,0,0,No,As new
7223,5,Loft,3020,"€745,000",505,0,No,0,380,0,0,3,0,Good
7224,3,Duplex,2800,"€774,000",230,Hyper equipped,No,0,140,70,0,0,No,As new
7225,4,Penthouse,0,"€1,100,000",240,Installed,0,0,0,2,0,0,No,Good
7226,3,Apartment,0,"€1,480,000",260,Installed,0,0,0,0,0,4,0,As new
7227,3,Apartment,0,"€2,250,000",280,Installed,0,0,0,34,0,4,0,As new
7228,4,House,9140,"€345,000",135,Installed,No,0,800,142,1050,3,No,Good
7229,4,Mansion,2018,"€1,149,000",235,Installed,No,1,90,0,174,2,No,Good
7230,2,Apartment,8670,"€148,500",50,Installed,No,0,0,0,0,2,0,To be done up
7231,2,Ground floor,3440,"€254,000",79,Installed,No,0,0,21,0,2,No,As new
7232,3,Apartment,1000,"€750,000",144,Hyper equipped,No,0,0,12,0,3,No,As new
7233,3,Apartment,1050,"€750,000",144,Hyper equipped,No,0,0,12,0,3,No,As new
7234,3,House,4000,Reserve,200,0,0,0,0,0,52,2,0,To renovate
7235,5,House,7110,"€230,000",0,Semi equipped,No,0,190,30,299,3,No,Good
7236,2,House,9900,"€239,000",125,0,No,0,0,0,330,2,0,Good
7237,3,House,2845,"€320,000",0,Installed,No,0,0,0,0,2,0,Good
7238,3,House,2330,"€395,000",450,Installed,No,0,303,30,450,3,No,Just renovated
7239,4,Villa,3090,"€595,000",190,0,No,0,0,0,731,4,0,Just renovated
7240,4,Villa,7090,"€600,000",300,Installed,No,1,0,100,3364,4,Yes,0
7241,2,Apartment,4480,"€99,500",75,Not installed,No,0,1500,0,0,0,No,Good
7242,2,Apartment,0,"€1,095,000",110,0,No,0,0,5,0,2,No,As new
7243,4,House,9040,"€265,000",120,Installed,No,0,0,0,84,2,0,To be done up
7244,4,House,7890,"€315,000",258,0,No,0,0,0,279,0,0,0
7245,4,Mixed-use building,7890,"€315,000",258,0,No,0,0,0,279,0,0,0
7246,3,House,9940,"€320,000",175,Semi equipped,0,0,0,0,868,0,0,To be done up
7247,3,House,3080,"€340,000",118,Not installed,No,0,0,0,145,2,0,0
7248,6,Farmhouse,7973,"€350,000",320,Installed,No,0,0,80,960,2,0,Just renovated
7249,2,Apartment,9940,"€360,000",101,0,0,0,0,34,0,0,0,0
7250,3,House,0,"€400,000",190,USA hyper equipped,No,0,340,15,500,3,0,0
7251,7,House,6900,"€899,000",1000,USA hyper equipped,No,0,790,20,790,4,0,As new
7252,7,Villa,1180,"€1,690,000",426,0,No,0,0,0,1107,4,0,0
7253,6,House,9700,"€650,000",301,Installed,No,0,0,0,680,4,0,0
7254,5,House,2100,"€849,000",562,Installed,No,0,0,0,600,0,0,Good
7255,2,Apartment,1070,"€240,000",82,0,No,0,0,2,0,2,No,To be done up
7256,2,Apartment,0,"€239,000",90,Hyper equipped,No,0,0,3,0,2,No,As new
7257,3,Penthouse,3000,"€700,000",146,0,0,0,0,118,0,0,0,As new
7258,3,House,3010,"€380,000",124,Installed,No,0,200,9,330,2,No,Good
7259,3,House,0,"€195,000",195,Installed,No,0,0,0,215,2,0,Good
7260,6,Mixed-use building,9300,"€325,000",280,Installed,0,0,30,20,220,2,0,Good
7261,3,House,9080,"€410,000",155,Installed,0,0,600,45,796,3,0,Good
7262,3,House,9940,"€495,000",337,Hyper equipped,0,0,0,0,734,0,No,As new
7263,5,Country house,9402,"€745,000",835,0,No,0,0,0,3300,0,0,Just renovated
7264,1,Apartment,0,"€139,000",55,Semi equipped,No,0,0,13,0,0,No,To be done up
7265,1,Apartment,0,"€187,000",50,Installed,No,0,0,30,0,1,No,Just renovated
7266,3,Apartment,9300,"€209,000",130,Installed,No,0,0,0,0,4,No,Good
7267,2,Duplex,9700,"€220,000",123,0,Yes,0,0,0,0,2,No,As new
7268,2,Apartment,9700,"€220,000",123,0,Yes,0,0,0,0,2,No,As new
7269,2,Apartment,9050,"€250,000",94,Installed,No,0,0,19,0,0,0,As new
7270,16,Apartment,4570,"€835,000",614,0,No,0,600,0,0,4,0,0
7271,2,Apartment,0,"€158,000",87,USA hyper equipped,No,0,0,0,0,4,0,0
7272,1,Apartment,8400,"€175,000",60,Installed,No,0,0,0,0,2,No,Just renovated
7273,2,Apartment,8530,"€202,500",89,Installed,No,0,0,45,0,0,No,As new
7274,2,Apartment,2640,"€215,000",83,Installed,No,0,0,0,0,3,No,0
7275,2,Ground floor,2660,"€215,000",90,Hyper equipped,No,0,77,0,0,2,0,As new
7276,3,Apartment,4030,"€220,000",112,Installed,0,0,0,6,0,3,0,As new
7277,2,Apartment,8800,"€223,000",91,Installed,No,0,0,12,0,0,No,0
7278,2,Apartment,9280,"€225,000",92,Hyper equipped,0,0,0,0,0,0,0,As new
7279,2,Apartment,8800,"€237,000",101,Installed,No,0,0,6,0,0,No,0
7280,2,Apartment,9190,"€239,000",104,Installed,No,0,0,4,0,0,0,0
7281,3,Ground floor,4560,"€240,000",153,Not installed,No,0,126,0,0,2,No,As new
7282,2,Duplex,6210,"€240,000",150,Installed,No,0,38,0,0,0,0,As new
7283,2,Duplex,4000,"€249,000",146,Hyper equipped,0,0,0,15,0,3,0,As new
7284,2,Apartment,8620,"€249,500",66,0,No,0,0,0,0,0,No,As new
7285,2,Penthouse,8800,"€255,000",104,Installed,No,0,0,18,0,0,No,0
7286,2,Apartment,4000,"€259,000",144,Hyper equipped,0,0,0,17,0,3,0,As new
7287,2,Apartment,4030,"€259,000",144,Hyper equipped,0,0,0,17,0,3,0,As new
7288,4,Apartment,8600,"€269,800",107,Hyper equipped,No,0,0,0,0,0,No,As new
7289,3,Apartment,9690,"€275,000",108,Installed,No,0,0,10,0,4,0,0
7290,2,Apartment,9280,"€279,000",134,Hyper equipped,0,0,0,0,0,3,0,As new
7291,2,Penthouse,8800,"€280,000",110,Installed,No,0,0,18,0,0,No,0
7292,2,Penthouse,3010,"€295,000",76,Installed,No,0,0,21,0,2,No,As new
7293,1,Service flat,8670,"€295,000",57,USA hyper equipped,No,0,0,0,0,0,No,As new
7294,1,Service flat,8670,"€300,000",61,USA hyper equipped,No,0,0,0,0,0,No,As new
7295,2,Penthouse,3010,"€310,000",78,Installed,No,0,0,21,0,3,No,As new
7296,3,Apartment,2830,"€323,500",156,Hyper equipped,No,0,0,19,0,2,0,0
7297,1,Apartment,2018,"€329,900",145,Semi equipped,No,0,0,0,0,1,No,Good
7298,2,Duplex,0,"€360,000",139,Hyper equipped,0,0,0,16,0,0,No,As new
7299,2,Duplex,0,"€360,000",143,USA installed,0,0,0,12,0,0,No,As new
7300,3,Duplex,0,"€410,000",166,Hyper equipped,0,0,0,12,0,0,No,As new
7301,3,Penthouse,3010,"€445,000",148,Installed,No,0,0,33,0,3,No,As new
7302,3,Apartment,1160,"€450,000",126,Installed,0,0,0,0,0,4,No,As new
7303,2,Penthouse,1050,"€698,250",107,Not installed,0,0,0,15,0,0,No,As new
7304,3,Duplex,0,"€875,000",211,0,No,0,0,0,0,0,No,Just renovated
7305,3,Loft,2000,"€875,000",316,Hyper equipped,No,0,117,0,0,2,0,As new
7306,2,Penthouse,1000,"€1,260,000",174,USA hyper equipped,0,0,0,45,0,2,0,0
7307,1,House,3010,"€199,000",50,Hyper equipped,No,0,0,0,0,0,0,As new
7308,4,House,0,"€335,000",260,Semi equipped,No,0,0,0,1200,4,0,To renovate
7309,3,Country house,1490,Reserve,0,Installed,0,0,0,0,9280,0,0,Good
7310,3,House,0,"€497,500",180,Installed,0,0,0,0,0,2,0,Good
7311,5,House,9870,"€996,500",194,0,No,0,3710,0,22300,4,0,Good
7312,7,Mixed-use building,6840,"€370,000",428,Semi equipped,No,0,60,0,342,2,0,To be done up
7313,3,House,2630,"€389,000",206,Installed,0,0,162,0,210,2,0,0
7314,3,House,9700,"€399,000",266,0,0,0,0,0,1320,4,0,To be done up
7315,5,House,1000,"€785,000",250,0,No,1,0,0,260,6,0,To be done up
7316,2,Apartment,1080,No,91,Installed,0,0,0,0,0,0,0,0
7317,2,Apartment,1000,"€585,000",109,Hyper equipped,No,0,0,9,0,3,No,As new
7318,2,Apartment,1050,"€585,000",109,Hyper equipped,No,0,0,9,0,3,No,As new
7319,15,Apartment,1970,"€2,881,000",802,0,0,0,0,0,0,0,No,0
7320,3,House,0,"€585,000",164,Hyper equipped,No,0,1m²squaremeter,1m²squaremeter,185,3,0,As new
7321,2,Apartment,3210,"€265,000",87,USA hyper equipped,0,0,0,27,0,0,0,As new
7322,3,Apartment,8301,"€665,000",130,Installed,0,0,0,0,0,2,No,Good
7323,5,House,4400,Reserve,0,0,0,0,0,0,393,2,0,Good
7324,3,House,4040,"€142,500",80,Installed,No,0,125,0,326,3,No,To renovate
7325,2,House,9032,"€219,000",101,Installed,No,0,0,0,89,2,0,Good
7326,5,Villa,0,Make,185,Not installed,No,0,733,0,733,4,0,To renovate
7327,5,Villa,0,Make,185,Not installed,No,0,733,0,733,4,0,To renovate
7328,3,House,9090,"€325,000",0,0,No,0,0,0,254,2,0,To be done up
7329,5,Villa,9400,Make,267,0,No,0,0,0,1985,4,0,Good
7330,7,Castle,0,"€9,500,000",1100,Hyper equipped,0,0,0,0,500000,4,Yes,Good
7331,1,House,4030,Make,55,Not installed,No,0,0,0,55,2,0,To renovate
7332,2,House,6060,Make,83,Installed,No,0,0,0,67,2,0,To be done up
7333,1,House,4020,"€80,000",68,Installed,0,1,0,0,30,0,0,To renovate
7334,1,House,3870,"€85,000",53,0,No,0,0,0,0,2,0,To renovate
7335,1,House,4557,"€99,000",0,Not installed,0,0,0,0,0,4,0,To renovate
7336,2,House,4610,"€99,000",101,0,No,0,0,30,0,2,0,0
7337,2,House,4020,"€105,000",89,0,No,0,0,37,0,2,0,0
7338,2,House,0,"€139,000",90,Installed,No,0,114,10,184,2,0,Just renovated
7339,4,House,0,"€149,000",175,Semi equipped,No,0,0,0,310,3,0,To renovate
7340,2,Mixed-use building,0,"€159,000",120,Installed,No,0,0,0,40,2,0,Good
7341,3,House,7134,"€165,000",110,Semi equipped,0,0,0,0,330,2,0,As new
7342,3,House,8920,"€165,000",0,Installed,No,0,0,0,117,0,0,To be done up
7343,3,House,4400,"€175,000",147,Installed,0,0,300,25,360,3,0,Good
7344,3,House,4020,"€179,000",106,Not installed,No,0,0,80,0,0,0,Good
7345,3,House,8400,"€185,000",125,Installed,No,0,0,0,0,0,0,Good
7346,4,House,3404,"€189,000",233,Installed,No,0,435,30,673,2,0,To renovate
7347,2,House,4020,"€219,000",0,Hyper equipped,No,0,71,25,173,0,0,Good
7348,4,House,8870,"€225,000",157,Installed,0,0,0,0,335,0,0,As new
7349,2,House,1420,"€227,500",0,Installed,No,0,0,0,152,0,0,Good
7350,3,House,3290,"€229,000",143,Installed,No,0,190,63,488,3,No,Good
7351,2,Town-house,9500,"€229,000",160,Semi equipped,No,0,0,0,293,0,0,To be done up
7352,3,House,3320,"€235,000",201,Installed,No,0,0,0,122,2,0,Good
7353,3,House,8870,"€247,500",213,Installed,No,0,20,0,65,3,0,Good
7354,2,House,9450,"€248,000",160,0,No,0,0,0,107,3,0,As new
7355,4,House,8370,"€250,000",172,Installed,No,0,0,0,0,0,0,Good
7356,3,House,3210,"€269,000",147,Installed,No,0,0,0,148,2,0,Good
7357,3,House,8800,"€269,000",135,Installed,No,0,118,0,118,0,0,As new
7358,0,Mixed-use building,9120,"€270,000",150,0,No,0,0,0,50,2,0,Good
7359,4,House,8800,"€275,000",216,0,No,0,0,0,200,2,0,0
7360,4,Town-house,4420,"€289,000",210,Installed,0,1,0,12,353,3,0,Good
7361,3,House,3401,"€294,000",181,Installed,No,0,290,110,631,4,0,Good
7362,4,House,8790,"€295,000",160,Installed,No,0,90,20,244,2,0,Good
7363,3,House,9185,"€295,000",110,Hyper equipped,No,0,210,0,599,0,0,As new
7364,5,House,8370,"€309,000",159,Hyper equipped,No,0,0,17,0,0,0,As new
7365,12,House,8370,"€310,000",413,Semi equipped,No,0,0,0,128,0,0,To renovate
7366,3,House,8560,"€319,000",336,0,No,0,65,0,388,2,0,Good
7367,3,House,8790,"€325,000",179,Installed,No,0,300,30,500,3,0,Good
7368,3,House,3380,"€335,000",161,Hyper equipped,No,0,0,18,600,3,0,Good
7369,6,House,4000,"€345,000",0,Not installed,No,0,0,0,74,0,0,Good
7370,4,House,3360,"€359,000",170,Hyper equipped,No,0,0,0,0,0,0,As new
7371,4,House,9090,"€360,000",140,Hyper equipped,0,0,257,0,257,0,0,Just renovated
7372,2,House,3010,"€365,000",131,0,No,0,240,8,340,3,0,Good
7373,3,House,1600,"€369,000",140,Hyper equipped,No,0,0,0,170,0,0,As new
7374,3,House,1600,"€369,000",140,Hyper equipped,No,0,0,0,170,0,0,As new
7375,2,House,3001,"€369,000",92,0,No,0,330,0,589,3,0,Good
7376,8,Apartment block,0,"€375,000",430,0,No,0,0,0,500,4,0,Just renovated
7377,2,House,9000,"€375,000",162,Installed,No,0,0,0,120,2,0,Good
7378,5,Town-house,4340,"€389,000",210,Installed,No,0,600,36,650,3,No,As new
7379,4,Villa,4880,"€399,000",226,Installed,No,0,726,0,877,0,0,Good
7380,4,House,8020,"€399,000",212,Installed,No,0,932,0,1066,4,0,Good
7381,3,House,8710,"€412,000",142,Installed,No,0,0,15,389,2,0,Good
7382,3,House,8200,"€419,000",200,Installed,No,0,383,0,383,3,0,Good
7383,4,House,8400,"€419,000",195,Installed,No,0,127,0,208,0,0,As new
7384,3,House,3370,"€425,000",460,Installed,No,0,94,228,850,4,No,Good
7385,3,Mixed-use building,2170,"€427,000",400,Semi equipped,0,0,0,0,252,2,0,Good
7386,3,House,8800,"€438,000",195,Installed,No,0,591,0,591,0,0,Good
7387,4,House,1755,"€450,000",0,Not installed,No,0,0,0,340,3,0,To renovate
7388,4,House,3370,"€475,000",195,Hyper equipped,No,0,0,0,0,0,0,As new
7389,4,House,8500,"€475,000",320,Installed,No,0,0,0,307,0,0,Good
7390,3,House,1310,"€480,000",150,0,No,0,10,15,160,2,0,Good
7391,7,Apartment block,9600,"€489,000",300,Hyper equipped,No,0,16,14,160,3,0,As new
7392,2,Apartment block,0,"€495,000",120,Hyper equipped,No,0,0,0,31,2,0,As new
7393,3,House,3018,"€499,000",195,Installed,No,0,120,0,264,3,0,As new
7394,3,House,3018,"€499,000",195,Installed,No,0,120,0,264,3,0,As new
7395,4,Villa,7742,"€520,000",304,Hyper equipped,0,1,0,25,2151,4,0,As new
7396,3,Villa,3000,"€525,000",224,Installed,No,0,360,0,1032,4,No,Good
7397,4,House,2380,"€549,000",275,Installed,0,1,0,0,750,4,0,Good
7398,5,House,0,"€550,000",180,Installed,No,0,0,0,0,0,0,Good
7399,5,Villa,3120,"€559,000",275,Installed,No,1,0,0,1385,4,No,Good
7400,4,Apartment block,2610,"€597,000",256,Semi equipped,No,0,0,0,675,2,0,To renovate
7401,3,House,8800,"€625,000",224,USA installed,No,0,0,0,3000,0,0,To be done up
7402,5,House,0,"€650,000",675,Installed,No,1,0,40,3300,4,0,Good
7403,5,Villa,9150,"€668,000",450,Installed,No,1,206,0,738,4,No,Good
7404,4,Villa,2250,"€695,000",300,USA installed,No,0,0,45,864,4,0,0
7405,5,Villa,2930,"€695,000",295,Hyper equipped,No,0,0,0,0,0,0,Good
7406,5,House,0,"€699,000",365,Hyper equipped,No,0,70,26,0,2,No,As new
7407,3,House,8300,"€795,000",160,Hyper equipped,No,0,0,0,0,0,0,As new
7408,3,Villa,0,"€890,000",185,Hyper equipped,No,0,400,30,663,4,No,As new
7409,4,Exceptional property,3500,"€895,000",671,Installed,No,0,0,55,4535,0,No,As new
7410,6,Mansion,1030,"€995,000",350,Installed,0,0,20,6,0,0,0,To be done up
7411,4,Villa,0,"€995,000",338,Installed,0,0,0,12,1030,4,0,As new
7412,2,Mixed-use building,0,"€1,290,000",1108,Installed,No,0,0,0,2340,4,0,0
7413,0,Apartment block,2660,"€1,499,950",0,Semi equipped,No,0,0,0,0,2,0,Good
7414,3,Villa,2520,"€1,500,000",620,Installed,No,1,0,54,4048,4,Yes,As new
7415,4,Villa,0,"€1,950,000",370,Hyper equipped,No,0,1500,30,2295,4,No,As new
7416,0,Apartment block,1030,"€2,000,000",2726,0,0,0,0,0,1548,2,0,Good
7417,5,Villa,0,"€2,200,000",375,0,No,0,500,0,658,4,Yes,Good
7418,5,Villa,0,"€2,350,000",420,0,0,0,0,30,1720,4,0,As new
7419,7,Villa,0,"€2,495,000",900,0,0,1,0,0,2650,4,0,As new
7420,5,Villa,0,"€2,690,000",550,0,0,0,0,0,3300,4,0,As new
7421,6,Villa,0,"€3,900,000",650,0,0,1,0,0,3500,4,0,As new
7422,6,Villa,0,"€5,200,000",1000,0,0,1,0,0,16000,4,0,As new
7423,2,Apartment,8301,"€430,000",108,Installed,No,0,0,16,0,0,No,As new
7424,4,Penthouse,1000,"€675,000",0,Hyper equipped,No,0,0,0,0,3,No,As new
7425,3,Town-house,1800,"€369,000",135,Hyper equipped,0,0,0,6,0,0,0,As new
7426,2,House,3000,"€415,000",116,Installed,0,0,0,0,62,0,0,As new
7427,5,Exceptional property,0,"€1,699,000",440,Installed,0,0,0,89,951,4,0,Good
7428,2,Apartment,0,"€600,000",163,Hyper equipped,Yes,0,0,50,0,0,No,0
7429,3,House,4101,"€165,000",130,Installed,No,0,0,0,65,2,0,Good
7430,3,House,5060,"€225,000",120,Installed,No,0,0,10,383,2,0,As new
7431,3,House,8570,"€295,000",89,0,No,0,0,0,403,4,0,Just renovated
7432,3,House,9000,"€349,000",153,Hyper equipped,No,0,24,22,70,1,No,Just renovated
7433,4,House,3020,"€795,000",298,Installed,No,0,1m²squaremeter,1m²squaremeter,784,4,0,Good
7434,3,House,1490,Reserve,110,Installed,0,0,261,0,466,3,0,To renovate
7435,2,Apartment,4101,"€159,000",125,Installed,No,0,0,0,0,2,0,Good
7436,1,Duplex,3000,"€185,000",27,0,0,0,0,0,0,0,0,As new
7437,3,Duplex,2018,"€445,000",146,Installed,No,0,21,3,0,2,No,Just renovated
7438,1,Apartment,2170,"€140,000",54,0,No,1,0,0,0,2,No,To be done up
7439,2,Apartment,2300,"€184,000",68,USA hyper equipped,Yes,0,0,10,0,0,No,As new
7440,2,Duplex,1853,"€295,000",120,Hyper equipped,No,0,0,7,0,2,0,Good
7441,2,Apartment,8620,"€335,000",68,Installed,No,0,0,0,0,2,No,As new
7442,2,Apartment,9000,"€340,000",112,0,0,0,0,0,0,0,No,As new
7443,3,Ground floor,1850,"€395,000",126,Hyper equipped,No,0,0,0,0,3,0,Good
7444,3,House,4040,Reserve,184,Installed,0,0,0,0,362,3,0,Good
7445,2,Apartment block,6600,"€185,000",0,0,0,0,0,0,101,2,0,0
7446,3,House,5060,"€208,000",160,Installed,No,0,270,0,500,2,No,As new
7447,3,House,7700,"€231,168",150,Hyper equipped,No,0,199,24,275,3,0,0
7448,3,House,3600,"€255,000",139,Installed,No,0,0,0,510,3,0,Good
7449,3,House,1082,"€275,000",132,Semi equipped,0,0,0,0,52,2,0,0
7450,3,House,9690,"€281,461",160,Hyper equipped,0,0,0,0,510,4,0,As new
7451,3,House,2170,"€319,000",186,Installed,No,0,22,0,100,2,0,Good
7452,4,House,8400,"€319,000",146,Installed,No,1,602,242,155,2,No,As new
7453,5,Villa,4860,"€320,000",236,0,No,0,0,15,642,3,0,0
7454,5,Villa,4860,"€320,000",264,0,No,0,0,0,971,3,0,0
7455,5,Villa,4860,"€320,000",204,0,No,0,350,15,428,3,0,0
7456,3,House,8850,"€330,000",175,Hyper equipped,0,0,0,0,465,4,0,As new
7457,3,House,2850,"€349,500",170,0,0,0,0,0,210,2,0,Good
7458,2,House,0,"€360,000",139,Hyper equipped,0,0,0,16,0,2,No,As new
7459,3,House,1740,"€368,800",168,Hyper equipped,0,0,0,0,238,3,0,As new
7460,3,House,9032,"€374,000",144,Installed,No,0,0,0,162,3,0,As new
7461,4,House,9310,"€380,000",192,Hyper equipped,No,0,83,10,170,3,0,As new
7462,3,House,9310,"€380,000",183,Hyper equipped,No,0,99,12,178,2,0,As new
7463,3,House,2870,"€387,500",162,Hyper equipped,0,0,0,0,470,3,0,As new
7464,3,House,2870,"€387,500",162,Hyper equipped,0,0,0,0,432,3,0,As new
7465,3,House,2870,"€387,500",162,Hyper equipped,0,0,0,0,432,3,0,As new
7466,3,House,2870,"€387,500",162,Hyper equipped,0,0,0,0,470,3,0,As new
7467,3,House,1760,"€391,100",165,Hyper equipped,0,0,0,0,543,3,0,As new
7468,3,House,0,"€410,000",199,Installed,No,0,0,0,173,0,0,0
7469,3,House,2800,"€456,200",208,Hyper equipped,0,0,0,0,749,3,0,As new
7470,4,House,8301,"€545,000",216,Hyper equipped,No,0,0,19,327,2,0,As new
7471,4,House,8301,"€555,000",227,Hyper equipped,No,0,0,19,416,2,0,As new
7472,4,House,3210,"€562,600",198,Hyper equipped,0,0,0,0,1004,4,0,As new
7473,4,House,8301,"€585,000",261,Hyper equipped,No,0,0,19,287,2,0,As new
7474,4,House,8301,"€635,000",252,Hyper equipped,No,0,0,19,458,2,0,As new
7475,4,Villa,3010,"€695,000",232,Hyper equipped,No,0,534,20,724,4,No,As new
7476,3,House,0,"€250,000",192,Installed,No,0,0,0,1482,3,0,Just renovated
